采集日期,采集时间,设备ID,段落序号,向下镜头视频链接,向前镜头视频链接,session_id,filesize,原始上送时长,任务描述,无效时长,算法端可接受时长,审批人,审批状态,时间标注信息,无效片段标记时长,有效片段标记时长,无效片段标记原因,NOTE,操作员姿态,头部移动,向下摄像头手部位置,向前摄像头手部位置,has_tool_use,has_tool_use_significant,其余数据标签,LET PT,Unnamed: 27,肇庆审核
2026-02-06,5:56:15,ee38,2,http://localhost:8082/faster?path=ee38/session_20260206_055615_860356/segments/ee38-down_sbs_0002.mp4,http://localhost:8082/faster?path=ee38/session_20260206_055615_860356/segments/ee38-front_sbs_0002.mp4,session_20260206_055615_860356,1200.34 MB,10.0,叠衣服,10.0,0.0,赵德祥,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":599.96}]",10,0.0,手出画面(10.00),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-02-06,5:04:36,ee38,4,http://localhost:8082/faster?path=ee38/session_20260206_050436_735645/segments/ee38-down_sbs_0004.mp4,http://localhost:8082/faster?path=ee38/session_20260206_050436_735645/segments/ee38-front_sbs_0004.mp4,session_20260206_050436_735645,615.50 MB,5.0,叠衣服,3.99,1.01,葛永琪,已审批-无效片段过长,"[{""start"":21.92,""end"":85.32000000000001,""name"":""多只手"",""type"":""invalid"",""duration"":63.400000000000006},{""start"":131.56,""end"":307.40000000000003,""name"":""多只手"",""type"":""invalid"",""duration"":175.84000000000003}]",3.99,0.0,多只手(3.99),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,1:52:07,082c,0,http://localhost:8082/faster?path=082c/session_20260207_015207_814045/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260207_015207_814045/segments/082c-front_sbs_0000.mp4,session_20260207_015207_814045,1203.39 MB,10.0,叠衣服,9.89,0.11,江伊潭,已审批-无效片段过长,"[{""start"":4.92,""end"":598.5600000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":593.6400000000001}]",9.89,0.0,手出画面(9.89),,坐姿,头部自然移动,手部出画面,手部位置偏下,否,否,,,,
2026-02-07,1:52:07,082c,1,http://localhost:8082/faster?path=082c/session_20260207_015207_814045/segments/082c-down_sbs_0001.mp4,http://localhost:8082/faster?path=082c/session_20260207_015207_814045/segments/082c-front_sbs_0001.mp4,session_20260207_015207_814045,1200.36 MB,10.0,叠衣服,9.92,0.08,江伊潭,已审批-无效片段过长,"[{""start"":3.8000000000000003,""end"":599.2,""name"":""手出画面"",""type"":""invalid"",""duration"":595.4000000000001}]",9.92,0.0,手出画面(9.92),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-02-07,1:52:07,082c,2,http://localhost:8082/faster?path=082c/session_20260207_015207_814045/segments/082c-down_sbs_0002.mp4,http://localhost:8082/faster?path=082c/session_20260207_015207_814045/segments/082c-front_sbs_0002.mp4,session_20260207_015207_814045,1201.36 MB,10.0,叠衣服,5.89,4.11,江伊潭,已审批-无效片段过长,"[{""start"":9.8,""end"":186.24,""name"":""手出画面"",""type"":""invalid"",""duration"":176.44},{""start"":374.44,""end"":438.08,""name"":""未工作"",""type"":""invalid"",""duration"":63.639999999999986},{""start"":454.44,""end"":518.08,""name"":""手出画面"",""type"":""invalid"",""duration"":63.64000000000004},{""start"":518.12,""end"":567.5600000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":49.440000000000055}]",5.89,0.0,"手出画面(4.83),未工作(1.06)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,1:31:19,082c,0,http://localhost:8082/faster?path=082c/session_20260207_013119_143754/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260207_013119_143754/segments/082c-front_sbs_0000.mp4,session_20260207_013119_143754,1203.38 MB,10.0,叠衣服,9.98,0.02,容雪丽,已审批-无效片段过长,"[{""start"":1.6400000000000001,""end"":600.6800000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":599.0400000000001}]",9.98,0.0,手出画面(9.98),轻微频闪,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,1:31:19,082c,1,http://localhost:8082/faster?path=082c/session_20260207_013119_143754/segments/082c-down_sbs_0001.mp4,http://localhost:8082/faster?path=082c/session_20260207_013119_143754/segments/082c-front_sbs_0001.mp4,session_20260207_013119_143754,1201.35 MB,10.0,叠衣服,9.99,0.01,容雪丽,已审批-无效片段过长,"[{""start"":0.56,""end"":599.8000000000001,""name"":""手出画面"",""type"":""invalid"",""duration"":599.2400000000001}]",9.99,0.0,手出画面(9.99),轻微频闪,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,1:31:19,082c,2,http://localhost:8082/faster?path=082c/session_20260207_013119_143754/segments/082c-down_sbs_0002.mp4,http://localhost:8082/faster?path=082c/session_20260207_013119_143754/segments/082c-front_sbs_0002.mp4,session_20260207_013119_143754,81.52 MB,1.0,叠衣服,0.68,0.32,刘涛萌,已审批-无效片段过长,"[{""start"":0,""end"":40.76,""name"":""手出画面"",""type"":""invalid"",""duration"":40.76}]",0.68,0.0,手出画面(0.68),屏闪,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,0:39:50,082c,0,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-down_sbs_0000.mp4,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-front_sbs_0000.mp4,session_20260207_003950_993481,1203.43 MB,10.0,叠衣服,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":600.96,""name"":""频闪严重"",""type"":""invalid"",""duration"":600.96}]",10.02,0.0,频闪严重(10.02),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,0:39:50,082c,1,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-down_sbs_0001.mp4,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-front_sbs_0001.mp4,session_20260207_003950_993481,1200.35 MB,10.0,叠衣服,9.99,0.01,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":599.16,""name"":""频闪严重"",""type"":""invalid"",""duration"":599.16}]",9.99,0.0,频闪严重(9.99),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,0:39:50,082c,2,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-down_sbs_0002.mp4,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-front_sbs_0002.mp4,session_20260207_003950_993481,1202.35 MB,10.0,叠衣服,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":600.6800000000001,""name"":""频闪严重"",""type"":""invalid"",""duration"":600.6800000000001}]",10.01,0.0,频闪严重(10.01),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,0:39:50,082c,3,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-down_sbs_0003.mp4,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-front_sbs_0003.mp4,session_20260207_003950_993481,1201.39 MB,10.0,叠衣服,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":599.76,""name"":""频闪严重"",""type"":""invalid"",""duration"":599.76}]",10,0.0,频闪严重(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,0:39:50,082c,4,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-down_sbs_0004.mp4,http://localhost:8082/faster?path=082c/session_20260207_003950_993481/segments/082c-front_sbs_0004.mp4,session_20260207_003950_993481,1201.37 MB,10.0,叠衣服,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":599.84,""name"":""频闪严重"",""type"":""invalid"",""duration"":599.84}]",10,0.0,频闪严重(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,1:57:13,1af8,4,http://localhost:8082/faster?path=1af8/session_20260207_015713_945599/segments/1af8-down_sbs_0004.mp4,http://localhost:8082/faster?path=1af8/session_20260207_015713_945599/segments/1af8-front_sbs_0004.mp4,session_20260207_015713_945599,671.01 MB,6.0,叠衣服,5.52,0.48,江伊潭,已审批-无效片段过长,"[{""start"":3.96,""end"":335.32,""name"":"""",""type"":""invalid"",""duration"":331.36}]",5.52,0.0,,脱下设备,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,10:29:22,2f59,0,http://localhost:8082/faster?path=2f59/session_20260207_022922_207909/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260207_022922_207909/segments/2f59-front_sbs_0000.mp4,session_20260207_022922_207909,1202.38 MB,10.0,叠衣服,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手部出画(10.00),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-07,17:27:49,2f59,0,http://localhost:8082/faster?path=2f59/session_20260207_092749_111413/segments/2f59-down_sbs_0000.mp4,http://localhost:8082/faster?path=2f59/session_20260207_092749_111413/segments/2f59-front_sbs_0000.mp4,session_20260207_092749_111413,1202.36 MB,10.0,叠衣服,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 600.0, ""name"": ""手部出画"", ""type"": ""invalid"", ""duration"": 600.0}]",10.00,0.0,手部出画(10.00),手部出画,坐姿,头部自然移动,手部出画面,,,,,,,
2026-02-07,20:20:31,2f59,2,http://localhost:8082/faster?path=2f59/session_20260207_122031_237139/segments/2f59-down_sbs_0002.mp4,http://localhost:8082/faster?path=2f59/session_20260207_122031_237139/segments/2f59-front_sbs_0002.mp4,session_20260207_122031_237139,76.82 MB,0.6,叠衣服,0.6,0.0,吴镔,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 36.0, ""name"": ""脱下设备"", ""type"": ""invalid"", ""duration"": 36.0}]",0.60,0.0,脱下设备(0.60),脱下设备,坐姿,头部自然移动,手部位置居中,,,,,,,
2026-02-07,22:39:17,2f59,2,http://localhost:8082/faster?path=2f59/session_20260207_143917_383370/segments/2f59-down_sbs_0002.mp4,http://localhost:8082/faster?path=2f59/session_20260207_143917_383370/segments/2f59-front_sbs_0002.mp4,session_20260207_143917_383370,107.79 MB,0.9,叠衣服,0.9,0.0,邹子扬,已审批-无效片段过长,"[{""start"": 0.0, ""end"": 54.0, ""name"": ""未工作"", ""type"": ""invalid"", ""duration"": 54.0}]",0.90,0.0,未工作(0.90),未工作,,,,,,,,,,
2026-02-07,11:53:37,d8db,0,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-down_sbs_0000.mp4,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-front_sbs_0000.mp4,session_20260207_115337_704657,1202.40 MB,10.0,收拾桌面,10.0,0.0,赵德祥,已审批-无效片段过长,"[{""start"":0.56,""end"":600.84,""name"":""手出画面"",""type"":""invalid"",""duration"":600.2800000000001}]",10,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,11:53:37,d8db,1,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-front_sbs_0001.mp4,session_20260207_115337_704657,1200.36 MB,10.0,收拾桌面,10.0,0.0,赵德祥,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":599.96}]",10,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,11:53:37,d8db,2,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-front_sbs_0002.mp4,session_20260207_115337_704657,1200.40 MB,10.0,收拾桌面,10.0,0.0,赵德祥,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":599.96}]",10,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,11:53:37,d8db,3,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260207_115337_704657/segments/d8db-front_sbs_0003.mp4,session_20260207_115337_704657,961.36 MB,8.0,收拾桌面,8.0,0.0,赵德祥,已审批-无效片段过长,"[{""start"":0.44,""end"":480.32,""name"":""手出画面"",""type"":""invalid"",""duration"":479.88}]",8,0.0,手出画面(8.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,7:02:20,d8db,1,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-front_sbs_0001.mp4,session_20260207_070220_838530,1200.41 MB,10.0,收拾桌面,5.33,4.67,江伊潭,已审批-无效片段过长,"[{""start"":2.2,""end"":24.400000000000002,""name"":""未工作"",""type"":""invalid"",""duration"":22.200000000000003},{""start"":69.64,""end"":80.92,""name"":""未工作"",""type"":""invalid"",""duration"":11.280000000000001},{""start"":106.12,""end"":147.92000000000002,""name"":""未工作"",""type"":""invalid"",""duration"":41.80000000000001},{""start"":174.68,""end"":192.52,""name"":""未工作"",""type"":""invalid"",""duration"":17.840000000000003},{""start"":210.6,""end"":226.24,""name"":""未工作"",""type"":""invalid"",""duration"":15.640000000000015},{""start"":258.48,""end"":288.32,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":29.839999999999975},{""start"":293.88,""end"":306.8,""name"":""手出画面"",""type"":""invalid"",""duration"":12.920000000000016},{""start"":323.8,""end"":355.28000000000003,""name"":""未工作"",""type"":""invalid"",""duration"":31.480000000000018},{""start"":463.12,""end"":599.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":136.84000000000003}]",5.33,0.0,"未工作(2.34),未按照规定动作操作(2.78),手出画面(0.22)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,7:02:20,d8db,2,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-front_sbs_0002.mp4,session_20260207_070220_838530,1200.30 MB,10.0,收拾桌面,9.88,0.12,江伊潭,已审批-无效片段过长,"[{""start"":7.08,""end"":599.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":592.88}]",9.88,0.0,未按照规定动作操作(9.88),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,7:02:20,d8db,3,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-front_sbs_0003.mp4,session_20260207_070220_838530,1200.42 MB,10.0,收拾桌面,9.88,0.12,江伊潭,已审批-无效片段过长,"[{""start"":7.08,""end"":599.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":592.88}]",9.88,0.0,未按照规定动作操作(9.88),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-02-07,7:02:20,d8db,4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-down_sbs_0004.mp4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-front_sbs_0004.mp4,session_20260207_070220_838530,1200.48 MB,10.0,收拾桌面,9.89,0.11,江伊潭,已审批-无效片段过长,"[{""start"":6.5200000000000005,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":593.44}]",9.89,0.0,手出画面(9.89),,坐姿,头部自然移动,手部出画面,手部位置偏下,否,否,,,,
2026-02-07,7:02:20,d8db,5,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-down_sbs_0005.mp4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-front_sbs_0005.mp4,session_20260207_070220_838530,1200.31 MB,10.0,收拾桌面,9.9,0.1,江伊潭,已审批-无效片段过长,"[{""start"":6,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":593.96}]",9.9,0.0,手出画面(9.90),,坐姿,头部自然移动,手部出画面,手部位置偏下,否,否,,,,
2026-02-07,7:02:20,d8db,6,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-down_sbs_0006.mp4,http://localhost:8082/faster?path=d8db/session_20260207_070220_838530/segments/d8db-front_sbs_0006.mp4,session_20260207_070220_838530,318.90 MB,3.0,收拾桌面,2.65,0.35,江伊潭,已审批-无效片段过长,"[{""start"":0.16,""end"":159.24,""name"":""手出画面"",""type"":""invalid"",""duration"":159.08}]",2.65,0.0,手出画面(2.65),,坐姿,头部自然移动,手部出画面,手部位置偏下,否,否,,,,
2026-02-07,6:13:05,d8db,1,http://localhost:8082/faster?path=d8db/session_20260207_061305_762006/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260207_061305_762006/segments/d8db-front_sbs_0001.mp4,session_20260207_061305_762006,1200.41 MB,10.0,收拾桌面,6.23,3.77,江伊潭,已审批-无效片段过长,"[{""start"":1.08,""end"":35.28,""name"":"""",""type"":""invalid"",""duration"":34.2},{""start"":52.24,""end"":66.28,""name"":""未工作"",""type"":""invalid"",""duration"":14.04},{""start"":105.56,""end"":126.12,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":20.560000000000002},{""start"":146.92000000000002,""end"":154.96,""name"":""未工作"",""type"":""invalid"",""duration"":8.039999999999992},{""start"":218.20000000000002,""end"":232.76,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":14.559999999999974},{""start"":232.92000000000002,""end"":250.20000000000002,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":17.28},{""start"":267.2,""end"":283.96,""name"":""手出画面"",""type"":""invalid"",""duration"":16.75999999999999},{""start"":290.04,""end"":307.88,""name"":""未工作"",""type"":""invalid"",""duration"":17.839999999999975},{""start"":310.72,""end"":369.44,""name"":""手出画面"",""type"":""invalid"",""duration"":58.71999999999997},{""start"":428.28000000000003,""end"":599.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":171.68}]",6.23,0.0,"未工作(0.67),未按照规定动作操作(3.73),手出画面(1.26)",,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
